2001,1647104,2,27023780
2001,5381767,1,66204215
2001,1455525,2,95610494
2001,5997859,3,56703882
2001,3362341,3,99819639
2001,4930942,2,87420317
2001,4001935,1,93381230
2001,3128052,3,75488560
2001,5387466,3,56168970
2001,6504695,2,31646897
2001,4622813,1,93814358
2001,1591048,2,97582787
2001,1434930,1,79124790
2001,1649416,3,80321943
2001,2632703,1,20483676
2001,1419470,1,65972268
2001,2720616,2,69575230
2001,3437130,1,42397942
2001,4474387,2,28673190
2001,4876497,1,57914314
2001,2064461,1,69498884
2001,1905622,1,94416432
2001,1823190,1,58590408
2001,4247051,3,67619972
2001,1216894,3,37991122
2001,4060256,1,72828015
2001,1765482,1,19166461
2001,1627343,3,17220466
2001,2780811,2,25638407
2001,4483850,3,95186829
2001,2988223,1,83556125
2001,3808603,2,18694438
2001,6389931,2,89451423
2001,1627933,3,27208954
2001,6206109,3,27955217
2001,1141020,2,72093578
2001,3660833,1,70171402
2001,5915640,1,34189180
2001,3201482,3,54781650
2001,1287791,3,57278387
2001,2873447,2,34721550
2001,2393786,2,86208228
2001,4031245,3,49780065
2001,5021615,1,39795943
2001,1401549,2,29487402
2001,4805355,3,65350929
2001,2358825,2,13208982
2001,5835662,1,45008098
2001,1607180,3,27412937
2001,1811382,2,75373129
2001,1259963,3,64257847
2001,4073301,3,49355688
2001,1249945,3,40999092
2001,1681431,2,60017709
2001,1059246,1,12942366
2001,1419523,1,19299848
2001,1814740,1,45325899
2001,2425696,3,85873458
2001,3590426,3,34177408
2001,2994068,1,50191339
2001,4436332,2,45699772
2001,3001575,3,26746049
2001,1898802,3,67831284
2001,4119870,3,55557470
2001,2278296,3,67353334
2001,1585280,3,44315160
2001,5310410,1,40270140
2001,5274266,2,37271812
2001,4591896,3,14136922
2001,3706622,3,16363761
2001,3611963,1,37325664
2001,5050362,1,29535069
2001,4469936,3,22028354
2001,1513661,3,18364076
2001,1380948,3,83038064
2001,3233012,2,14439780
2001,1345357,3,83406245
2001,1624701,1,13914016
2001,5557970,3,31118253
2001,3606137,2,74039555
2001,1953842,2,50604985
2001,5271350,2,17346414
2001,2562558,3,14510001
2001,3033055,1,33132795
2001,5746262,3,25889345
2001,3900717,2,91030047
2001,1769750,3,85775352
2001,5777660,2,48902092
2001,4462155,1,45439142
2001,3470696,3,25393517
2001,5407054,2,35944706
2001,4102914,1,45734839
2001,5183770,2,21505919
2001,1334076,2,43515495
2001,4265892,3,37409612
2001,1391375,1,39599280
2001,1523524,1,11611842
2001,6262557,2,77400791
2001,1728602,1,72879079
2001,2603526,3,37442383
2001,3050328,3,76286632
2001,1454532,2,35594335
2001,3454625,2,92241905
2001,4519897,1,98220550
2001,1223679,2,17920942
2001,4310778,2,83644535
2001,4533261,2,18076809
2001,5540719,1,61310307
2001,4710749,1,32958797
2001,4588185,3,80856489
2001,5166545,1,68376057
2001,6027596,3,89735688
2001,5428462,2,55756578
2001,1393057,3,86255262
2001,1374154,2,69763363
2001,5287145,3,47191797
2001,1420838,2,65970623
2001,4773430,1,69004942
2001,3715659,1,69586360
2001,4042333,2,19667993
2001,5305314,2,30346517
2001,1721274,3,82947431
2001,4481962,1,58592041
2001,3612182,3,13992727
2001,3227998,1,77824924
2001,5015013,3,43232451
2001,1488466,1,48616166
2001,3550573,1,24593292
2001,5721269,3,19494397
2001,1242042,2,61097163
2001,1718219,3,82969170
2001,1740920,2,76071548
2001,2727012,2,86197000
2001,1396782,1,92892005
2001,4549819,1,11252034
2001,1446713,2,62382836
2001,4709767,2,79645408
2001,3134054,2,85431731
2001,4212777,2,31302916
2001,1151332,2,45356001
2001,2683969,3,49962279
2001,5358160,2,93127488
2001,4550439,1,14579778
2001,1419392,1,15993771
2001,4883518,3,14568484
2001,6533597,1,44691097
2001,4529683,1,18114551
2001,5982609,3,93520355
2001,4487237,3,68546324
2001,5681295,3,89884438
2001,4977911,1,26929670
2001,1598738,2,10856733
2001,1220580,2,11327872
2001,6201882,3,21332623
2001,5974493,1,40285153
2001,5281819,2,27219562
2001,1762215,3,99194795
2001,1460181,2,38902314
2001,1697772,3,13184921
2001,1153114,1,45287027
2001,5206430,1,51298729
2001,4883719,2,67879447
2001,4576017,2,40991429
2001,2356915,3,79903426
2001,5860700,3,78091752
2001,4444957,1,32310532
2001,5218257,1,54519797
2001,1466417,2,28853842
2001,1873397,2,24750288
2001,5693579,2,16438024
2001,1207583,1,54792930
2001,2647569,1,23670814
2001,5258352,2,67452248
2001,1691643,2,89910975
2003,1459818,4,82223893
2003,3716290,5,19591367
2003,2195333,3,34847032
2003,1161568,5,75205385
2003,2266232,5,14141706
2003,1358824,4,73269484
2003,5164657,5,18421150
2003,5351489,5,46525631
2003,4343081,3,36637921
2003,3130524,4,72131108
2003,1140403,4,95451515
2003,4473280,4,45318790
2003,3144949,4,65342696
2003,4767093,4,92382102
2003,4091150,4,52519054
2003,4509061,4,84980012
2003,5633209,5,27041651
2003,1621288,4,83956876
2003,1165838,3,55169419
2003,4313803,3,16936161
2003,4212725,4,61248776
2003,3217901,3,61280425
2003,4597374,3,87438250
2003,1515591,4,98332115
2003,5401002,4,52691622
2003,4758768,4,59114389
2003,4630531,3,53753269
2003,2228927,4,81182039
2003,4300128,3,30426423
2003,1258737,5,14256354
2003,4603997,3,60702793
2003,3295978,3,27163037
2003,4598401,3,44090083
2003,1366035,4,79856122
2003,1750186,3,42656674
2003,4527670,5,58149911
2003,5117415,3,62217718
2003,1452244,3,25659152
2003,1235076,3,77848236
2003,5055958,4,22835378
2003,1857839,4,61570472
2003,1715841,3,89659745
2003,2672625,3,86713286
2003,1694863,4,59882147
2003,4684544,4,56552029
2003,4998068,4,76734263
2003,4708755,5,89651594
2003,6125428,3,25424421
2003,4438224,4,52373934
2003,1610189,5,80730162
2003,3953213,4,40582497
2003,4500533,4,21754813
2003,1770784,5,42444424
2003,5297124,5,43737314
2003,3402807,5,36094955
2003,1575714,5,57740925
2003,5353259,3,23176284
2003,4930852,4,64048801
2003,4097405,4,82437371
2003,3915988,5,50938594
2003,1698980,4,29837396
2003,4515858,4,21593454
2003,5122434,5,95504282
2003,5426151,5,29114041
2003,2469311,3,55450097
2003,6184076,5,41521042
2003,3546653,3,94623236
2003,4926240,5,74120451
2003,6319932,5,36826647
2003,1026445,5,63242869
2003,4381087,5,22938556
2003,2349032,3,26627918
2003,1372962,5,19773413
2003,3164593,5,98459365
2003,1537679,5,98135943
2003,4768751,4,99062341
2003,4179547,3,11574283
2003,3037621,5,49754229
2003,3884622,3,34577408
2003,1965759,4,63822757
2003,1210179,5,94708235
2003,5497388,3,58409477
2003,3795756,5,75485025
2003,3315932,5,76970221
2003,1615025,4,84026222
2003,1695640,5,63209614
2003,3818017,5,61935001
2003,2604932,4,24094190
2003,3037074,5,56429262
2003,1720932,4,69621318
2003,4680775,5,49944817
2003,4185847,4,94905427
2003,4429371,5,79096859
2003,4644388,2,60256096
2003,3194702,1,54839583
2003,4382271,1,22878997
2003,6124957,3,65443145
2003,5075520,1,22597195
2003,4453395,2,42175462
2003,3755982,1,12523933
2003,5700635,3,46342470
2003,3681018,1,56643514
2003,1443166,3,79074324
2003,1647104,3,27023780
2003,5381767,3,66204215
2003,1455525,2,95610494
2003,5997859,3,56703882
2003,3362341,3,99819639
2003,4930942,1,87420317
2003,4001935,3,93381230
2003,3128052,2,75488560
2003,5387466,3,56168970
2003,6504695,2,31646897
2003,4622813,3,93814358
2003,1591048,1,97582787
2003,1434930,3,79124790
2003,1649416,2,80321943
2003,2632703,1,20483676
2003,1419470,2,65972268
2003,2720616,2,69575230
2003,3437130,2,42397942
2003,4474387,3,28673190
2003,4876497,3,57914314
2003,2064461,3,69498884
2003,1905622,1,94416432
2003,1823190,1,58590408
2003,4247051,2,67619972
2003,1216894,3,37991122
2003,4060256,3,72828015
2003,1765482,3,19166461
2003,1627343,2,17220466
2003,2780811,2,25638407
2003,4483850,1,95186829
2003,2988223,3,83556125
2003,3808603,3,18694438
2003,6389931,2,89451423
2003,1627933,3,27208954
2003,6206109,2,27955217
2003,1141020,2,72093578
2003,3660833,1,70171402
2003,5915640,1,34189180
2003,3201482,1,54781650
2003,1287791,2,57278387
2003,2873447,3,34721550
2003,2393786,3,86208228
2003,4031245,2,49780065
2003,5021615,2,39795943
2003,1401549,3,29487402
2003,4805355,3,65350929
2003,2358825,1,13208982
2003,5835662,3,45008098
2003,1607180,2,27412937
2003,1811382,3,75373129
2003,1259963,3,64257847
2003,4073301,3,49355688
2003,1249945,1,40999092
2003,1681431,1,60017709
2003,1059246,3,12942366
2003,1419523,2,19299848
2003,1814740,3,45325899
2003,2425696,2,85873458
2003,3590426,1,34177408
2003,2994068,3,50191339
2003,4436332,3,45699772
2003,3001575,2,26746049
2003,1898802,1,67831284
2003,4119870,1,55557470
2003,2278296,3,67353334
2003,1585280,1,44315160
2003,5310410,1,40270140
2003,5274266,2,37271812
2003,4591896,1,14136922
2003,3706622,1,16363761
2003,3611963,1,37325664
2003,5050362,1,29535069
2003,4469936,3,22028354
2003,1513661,2,18364076
2003,1380948,1,83038064
2003,3233012,3,14439780
2003,1345357,2,83406245
2003,1624701,3,13914016
2003,5557970,1,31118253
2003,3606137,3,74039555
2003,1953842,2,50604985
2003,5271350,1,17346414
2003,2562558,1,14510001
2003,3033055,3,33132795
2003,5746262,2,25889345
2003,3900717,3,91030047
2003,1769750,2,85775352
2003,5777660,1,48902092
2003,4462155,1,45439142
2003,3470696,2,25393517
2003,5407054,3,35944706
2003,4102914,1,45734839
2003,5183770,3,21505919
2003,1334076,1,43515495
2003,4265892,1,37409612
2003,1391375,1,39599280
2003,1523524,2,11611842
2003,6262557,1,77400791
2003,1728602,3,72879079
2003,2603526,2,37442383
2003,3050328,2,76286632
2003,1454532,1,35594335
2003,3454625,3,92241905
2003,4519897,3,98220550
2003,1223679,1,17920942
2003,4310778,1,83644535
2003,4533261,3,18076809
2003,5540719,3,61310307
2003,4710749,2,32958797
2003,4588185,2,80856489
2003,5166545,3,68376057
2003,6027596,3,89735688
2003,5428462,1,55756578
2003,1393057,2,86255262
2003,1374154,1,69763363
2003,5287145,2,47191797
2003,1420838,3,65970623
2003,4773430,2,69004942
2003,3715659,1,69586360
2003,4042333,2,19667993
2003,5305314,1,30346517
2003,1721274,1,82947431
2003,4481962,3,58592041
2003,3612182,2,13992727
2003,3227998,1,77824924
2003,5015013,1,43232451
2003,1488466,2,48616166
2003,3550573,2,24593292
2003,5721269,1,19494397
2003,1242042,3,61097163
2003,1718219,2,82969170
2003,1740920,1,76071548
2003,2727012,3,86197000
2003,1396782,2,92892005
2003,4549819,3,11252034
2003,1446713,1,62382836
2003,4709767,3,79645408
2003,3134054,1,85431731
2003,4212777,1,31302916
2003,1151332,3,45356001
2003,2683969,3,49962279
2003,5358160,2,93127488
2003,4550439,3,14579778
2003,1419392,1,15993771
2003,4883518,2,14568484
2003,6533597,1,44691097
2003,4529683,2,18114551
2003,5982609,2,93520355
2003,4487237,1,68546324
2003,5681295,1,89884438
2003,4977911,1,26929670
2003,1598738,3,10856733
2003,1220580,2,11327872
2003,6201882,2,21332623
2003,5974493,3,40285153
2003,5281819,3,27219562
2003,1762215,3,99194795
2003,1460181,1,38902314
2003,1697772,1,13184921
2003,1153114,1,45287027
2003,5206430,2,51298729
2003,4883719,1,67879447
2003,4576017,3,40991429
2003,2356915,3,79903426
2003,5860700,3,78091752
2003,4444957,3,32310532
2003,5218257,3,54519797
2003,1466417,3,28853842
2003,1873397,2,24750288
2003,5693579,2,16438024
2003,1207583,3,54792930
2003,2647569,1,23670814
2003,5258352,2,67452248
2003,1691643,3,89910975
2006,1459818,4,82223893
2006,3716290,4,19591367
2006,2195333,4,34847032
2006,1161568,5,75205385
2006,2266232,5,14141706
2006,1358824,5,73269484
2006,5164657,5,18421150
2006,5351489,3,46525631
2006,4343081,4,36637921
2006,3130524,5,72131108
2006,1140403,5,95451515
2006,4473280,5,45318790
2006,3144949,3,65342696
2006,4767093,3,92382102
2006,4091150,3,52519054
2006,4509061,5,84980012
2006,5633209,4,27041651
2006,1621288,5,83956876
2006,1165838,3,55169419
2006,4313803,5,16936161
2006,4212725,5,61248776
2006,3217901,4,61280425
2006,4597374,5,87438250
2006,1515591,3,98332115
2006,5401002,4,52691622
2006,4758768,4,59114389
2006,4630531,5,53753269
2006,2228927,5,81182039
2006,4300128,3,30426423
2006,1258737,5,14256354
2006,4603997,3,60702793
2006,3295978,5,27163037
2006,4598401,3,44090083
2006,1366035,5,79856122
2006,1750186,3,42656674
2006,4527670,4,58149911
2006,5117415,4,62217718
2006,1452244,5,25659152
2006,1235076,3,77848236
2006,5055958,5,22835378
2006,1857839,3,61570472
2006,1715841,5,89659745
2006,2672625,5,86713286
2006,1694863,4,59882147
2006,4684544,3,56552029
2006,4998068,3,76734263
2006,4708755,4,89651594
2006,6125428,5,25424421
2006,4438224,3,52373934
2006,1610189,4,80730162
2006,3953213,3,40582497
2006,4500533,4,21754813
2006,1770784,5,42444424
2006,5297124,4,43737314
2006,3402807,4,36094955
2006,1575714,3,57740925
2006,5353259,5,23176284
2006,4930852,4,64048801
2006,4097405,5,82437371
2006,3915988,4,50938594
2006,1698980,5,29837396
2006,4515858,5,21593454
2006,5122434,3,95504282
2006,5426151,5,29114041
2006,2469311,4,55450097
2006,6184076,5,41521042
2006,3546653,5,94623236
2006,4926240,4,74120451
2006,6319932,4,36826647
2006,1026445,3,63242869
2006,4381087,5,22938556
2006,2349032,3,26627918
2006,1372962,3,19773413
2006,3164593,3,98459365
2006,1537679,5,98135943
2006,4768751,5,99062341
2006,4179547,5,11574283
2006,3037621,4,49754229
2006,3884622,3,34577408
2006,1965759,5,63822757
2006,1210179,5,94708235
2006,5497388,5,58409477
2006,3795756,5,75485025
2006,3315932,3,76970221
2006,1615025,3,84026222
2006,1695640,3,63209614
2006,3818017,3,61935001
2006,2604932,3,24094190
2006,3037074,4,56429262
2006,1720932,3,69621318
2006,4680775,4,49944817
2006,4185847,4,94905427
2006,4429371,4,79096859
2006,4644388,2,60256096
2006,3194702,3,54839583
2006,4382271,1,22878997
2006,6124957,1,65443145
2006,5075520,3,22597195
2006,4453395,3,42175462
2006,3755982,2,12523933
2006,5700635,2,46342470
2006,3681018,3,56643514
2006,1443166,3,79074324
2006,1647104,1,27023780
2006,5381767,2,66204215
2006,1455525,3,95610494
2006,5997859,1,56703882
2006,3362341,2,99819639
2006,4930942,1,87420317
2006,4001935,1,93381230
2006,3128052,2,75488560
2006,5387466,1,56168970
2006,6504695,2,31646897
2006,4622813,3,93814358
2006,1591048,2,97582787
2006,1434930,3,79124790
2006,1649416,1,80321943
2006,2632703,1,20483676
2006,1419470,2,65972268
2006,2720616,2,69575230
2006,3437130,3,42397942
2006,4474387,1,28673190
2006,4876497,2,57914314
2006,2064461,2,69498884
2006,1905622,3,94416432
2006,1823190,2,58590408
2006,4247051,3,67619972
2006,1216894,1,37991122
2006,4060256,1,72828015
2006,1765482,3,19166461
2006,1627343,1,17220466
2006,2780811,1,25638407
2006,4483850,3,95186829
2006,2988223,2,83556125
2006,3808603,3,18694438
2006,6389931,1,89451423
2006,1627933,3,27208954
2006,6206109,1,27955217
2006,1141020,1,72093578
2006,3660833,3,70171402
2006,5915640,1,34189180
2006,3201482,3,54781650
2006,1287791,2,57278387
2006,2873447,1,34721550
2006,2393786,1,86208228
2006,4031245,2,49780065
2006,5021615,1,39795943
2006,1401549,3,29487402
2006,4805355,2,65350929
2006,2358825,1,13208982
2006,5835662,3,45008098
2006,1607180,3,27412937
2006,1811382,1,75373129
2006,1259963,2,64257847
2006,4073301,1,49355688
2006,1249945,2,40999092
2006,1681431,2,60017709
2006,1059246,3,12942366
2006,1419523,3,19299848
2006,1814740,3,45325899
2006,2425696,1,85873458
2006,3590426,2,34177408
2006,2994068,3,50191339
2006,4436332,2,45699772
2006,3001575,1,26746049
2006,1898802,3,67831284
2006,4119870,3,55557470
2006,2278296,3,67353334
2006,1585280,1,44315160
2006,5310410,1,40270140
2006,5274266,2,37271812
2006,4591896,3,14136922
2006,3706622,2,16363761
2006,3611963,2,37325664
2006,5050362,2,29535069
2006,4469936,3,22028354
2006,1513661,2,18364076
2006,1380948,2,83038064
2006,3233012,2,14439780
2006,1345357,3,83406245
2006,1624701,2,13914016
2006,5557970,3,31118253
2006,3606137,2,74039555
2006,1953842,2,50604985
2006,5271350,1,17346414
2006,2562558,1,14510001
2006,3033055,2,33132795
2006,5746262,2,25889345
2006,3900717,2,91030047
2006,1769750,3,85775352
2006,5777660,2,48902092
2006,4462155,1,45439142
2006,3470696,3,25393517
2006,5407054,3,35944706
2006,4102914,2,45734839
2006,5183770,2,21505919
2006,1334076,2,43515495
2006,4265892,3,37409612
2006,1391375,1,39599280
2006,1523524,3,11611842
2006,6262557,3,77400791
2006,1728602,2,72879079
2006,2603526,1,37442383
2006,3050328,2,76286632
2006,1454532,2,35594335
2006,3454625,2,92241905
2006,4519897,3,98220550
2006,1223679,2,17920942
2006,4310778,1,83644535
2006,4533261,2,18076809
2006,5540719,1,61310307
2006,4710749,3,32958797
2006,4588185,2,80856489
2006,5166545,3,68376057
2006,6027596,1,89735688
2006,5428462,3,55756578
2006,1393057,2,86255262
2006,1374154,3,69763363
2006,5287145,1,47191797
2006,1420838,1,65970623
2006,4773430,3,69004942
2006,3715659,3,69586360
2006,4042333,2,19667993
2006,5305314,1,30346517
2006,1721274,1,82947431
2006,4481962,3,58592041
2006,3612182,2,13992727
2006,3227998,2,77824924
2006,5015013,2,43232451
2006,1488466,2,48616166
2006,3550573,1,24593292
2006,5721269,1,19494397
2006,1242042,3,61097163
2006,1718219,2,82969170
2006,1740920,3,76071548
2006,2727012,3,86197000
2006,1396782,3,92892005
2006,4549819,1,11252034
2006,1446713,1,62382836
2006,4709767,2,79645408
2006,3134054,1,85431731
2006,4212777,2,31302916
2006,1151332,3,45356001
2006,2683969,1,49962279
2006,5358160,3,93127488
2006,4550439,3,14579778
2006,1419392,3,15993771
2006,4883518,3,14568484
2006,6533597,3,44691097
2006,4529683,2,18114551
2006,5982609,2,93520355
2006,4487237,2,68546324
2006,5681295,3,89884438
2006,4977911,3,26929670
2006,1598738,1,10856733
2006,1220580,1,11327872
2006,6201882,3,21332623
2006,5974493,2,40285153
2006,5281819,1,27219562
2006,1762215,3,99194795
2006,1460181,3,38902314
2006,1697772,1,13184921
2006,1153114,1,45287027
2006,5206430,3,51298729
2006,4883719,2,67879447
2006,4576017,2,40991429
2006,2356915,2,79903426
2006,5860700,1,78091752
2006,4444957,3,32310532
2006,5218257,2,54519797
2006,1466417,3,28853842
2006,1873397,1,24750288
2006,5693579,2,16438024
2006,1207583,3,54792930
2006,2647569,2,23670814
2006,5258352,3,67452248
2006,1691643,1,89910975
2010,1459818,5,82223893
2010,3716290,4,19591367
2010,2195333,5,34847032
2010,1161568,5,75205385
2010,2266232,4,14141706
2010,1358824,3,73269484
2010,5164657,3,18421150
2010,5351489,3,46525631
2010,4343081,4,36637921
2010,3130524,3,72131108
2010,1140403,3,95451515
2010,4473280,4,45318790
2010,3144949,5,65342696
2010,4767093,4,92382102
2010,4091150,3,52519054
2010,4509061,5,84980012
2010,5633209,4,27041651
2010,1621288,5,83956876
2010,1165838,5,55169419
2010,4313803,5,16936161
2010,4212725,5,61248776
2010,3217901,4,61280425
2010,4597374,3,87438250
2010,1515591,5,98332115
2010,5401002,4,52691622
2010,4758768,3,59114389
2010,4630531,5,53753269
2010,2228927,3,81182039
2010,4300128,4,30426423
2010,1258737,5,14256354
2010,4603997,4,60702793
2010,3295978,4,27163037
2010,4598401,3,44090083
2010,1366035,4,79856122
2010,1750186,3,42656674
2010,4527670,3,58149911
2010,5117415,4,62217718
2010,1452244,5,25659152
2010,1235076,5,77848236
2010,5055958,4,22835378
2010,1857839,3,61570472
2010,1715841,3,89659745
2010,2672625,3,86713286
2010,1694863,4,59882147
2010,4684544,5,56552029
2010,4998068,4,76734263
2010,4708755,5,89651594
2010,6125428,4,25424421
2010,4438224,4,52373934
2010,1610189,3,80730162
2010,3953213,3,40582497
2010,4500533,4,21754813
2010,1770784,5,42444424
2010,5297124,5,43737314
2010,3402807,3,36094955
2010,1575714,4,57740925
2010,5353259,3,23176284
2010,4930852,3,64048801
2010,4097405,4,82437371
2010,3915988,3,50938594
2010,1698980,5,29837396
2010,4515858,5,21593454
2010,5122434,5,95504282
2010,5426151,5,29114041
2010,2469311,5,55450097
2010,6184076,5,41521042
2010,3546653,3,94623236
2010,4926240,5,74120451
2010,6319932,3,36826647
2010,1026445,3,63242869
2010,4381087,5,22938556
2010,2349032,4,26627918
2010,1372962,4,19773413
2010,3164593,4,98459365
2010,1537679,5,98135943
2010,4768751,5,99062341
2010,4179547,4,11574283
2010,3037621,4,49754229
2010,3884622,3,34577408
2010,1965759,3,63822757
2010,1210179,5,94708235
2010,5497388,3,58409477
2010,3795756,4,75485025
2010,3315932,4,76970221
2010,1615025,3,84026222
2010,1695640,4,63209614
2010,3818017,3,61935001
2010,2604932,5,24094190
2010,3037074,3,56429262
2010,1720932,4,69621318
2010,4680775,5,49944817
2010,4185847,4,94905427
2010,4429371,5,79096859
2010,4644388,2,60256096
2010,3194702,2,54839583
2010,4382271,2,22878997
2010,6124957,2,65443145
2010,5075520,2,22597195
2010,4453395,1,42175462
2010,3755982,1,12523933
2010,5700635,3,46342470
2010,3681018,1,56643514
2010,1443166,1,79074324
2010,1647104,1,27023780
2010,5381767,1,66204215
2010,1455525,2,95610494
2010,5997859,3,56703882
2010,3362341,3,99819639
2010,4930942,2,87420317
2010,4001935,3,93381230
2010,3128052,3,75488560
2010,5387466,1,56168970
2010,6504695,2,31646897
2010,4622813,1,93814358
2010,1591048,2,97582787
2010,1434930,1,79124790
2010,1649416,3,80321943
2010,2632703,1,20483676
2010,1419470,2,65972268
2010,2720616,2,69575230
2010,3437130,3,42397942
2010,4474387,3,28673190
2010,4876497,1,57914314
2010,2064461,2,69498884
2010,1905622,1,94416432
2010,1823190,1,58590408
2010,4247051,3,67619972
2010,1216894,2,37991122
2010,4060256,1,72828015
2010,1765482,1,19166461
2010,1627343,3,17220466
2010,2780811,2,25638407
2010,4483850,2,95186829
2010,2988223,2,83556125
2010,3808603,1,18694438
2010,6389931,3,89451423
2010,1627933,2,27208954
2010,6206109,3,27955217
2010,1141020,2,72093578
2010,3660833,2,70171402
2010,5915640,3,34189180
2010,3201482,2,54781650
2010,1287791,1,57278387
2010,2873447,1,34721550
2010,2393786,3,86208228
2010,4031245,2,49780065
2010,5021615,2,39795943
2010,1401549,1,29487402
2010,4805355,1,65350929
2010,2358825,2,13208982
2010,5835662,1,45008098
2010,1607180,2,27412937
2010,1811382,3,75373129
2010,1259963,2,64257847
2010,4073301,3,49355688
2010,1249945,2,40999092
2010,1681431,3,60017709
2010,1059246,3,12942366
2010,1419523,2,19299848
2010,1814740,1,45325899
2010,2425696,2,85873458
2010,3590426,2,34177408
2010,2994068,1,50191339
2010,4436332,1,45699772
2010,3001575,2,26746049
2010,1898802,1,67831284
2010,4119870,1,55557470
2010,2278296,2,67353334
2010,1585280,2,44315160
2010,5310410,2,40270140
2010,5274266,1,37271812
2010,4591896,3,14136922
2010,3706622,2,16363761
2010,3611963,1,37325664
2010,5050362,1,29535069
2010,4469936,3,22028354
2010,1513661,3,18364076
2010,1380948,2,83038064
2010,3233012,2,14439780
2010,1345357,3,83406245
2010,1624701,1,13914016
2010,5557970,1,31118253
2010,3606137,3,74039555
2010,1953842,3,50604985
2010,5271350,2,17346414
2010,2562558,3,14510001
2010,3033055,2,33132795
2010,5746262,3,25889345
2010,3900717,3,91030047
2010,1769750,2,85775352
2010,5777660,1,48902092
2010,4462155,2,45439142
2010,3470696,2,25393517
2010,5407054,1,35944706
2010,4102914,1,45734839
2010,5183770,2,21505919
2010,1334076,1,43515495
2010,4265892,2,37409612
2010,1391375,3,39599280
2010,1523524,3,11611842
2010,6262557,2,77400791
2010,1728602,3,72879079
2010,2603526,1,37442383
2010,3050328,1,76286632
2010,1454532,2,35594335
2010,3454625,3,92241905
2010,4519897,1,98220550
2010,1223679,1,17920942
2010,4310778,2,83644535
2010,4533261,2,18076809
2010,5540719,2,61310307
2010,4710749,2,32958797
2010,4588185,1,80856489
2010,5166545,2,68376057
2010,6027596,3,89735688
2010,5428462,3,55756578
2010,1393057,3,86255262
2010,1374154,1,69763363
2010,5287145,2,47191797
2010,1420838,1,65970623
2010,4773430,1,69004942
2010,3715659,3,69586360
2010,4042333,3,19667993
2010,5305314,1,30346517
2010,1721274,3,82947431
2010,4481962,2,58592041
2010,3612182,2,13992727
2010,3227998,3,77824924
2010,5015013,2,43232451
2010,1488466,3,48616166
2010,3550573,3,24593292
2010,5721269,1,19494397
2010,1242042,1,61097163
2010,1718219,2,82969170
2010,1740920,3,76071548
2010,2727012,1,86197000
2010,1396782,1,92892005
2010,4549819,1,11252034
2010,1446713,1,62382836
2010,4709767,1,79645408
2010,3134054,2,85431731
2010,4212777,2,31302916
2010,1151332,3,45356001
2010,2683969,2,49962279
2010,5358160,1,93127488
2010,4550439,3,14579778
